Pokemon Name,Primary Type,Secondary Type,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Gen
"""Yanmega""","""Bug""","""Flying""","""Diamond""",86,76,86,116,56,95,515,Gen4
"""Leafeon""","""Grass""",,"""Diamond""",65,110,130,60,65,95,525,Gen4
"""Leafeon""","""Grass""",,"""Diamond""",65,110,130,60,65,95,525,Gen4
"""Glaceon""","""Ice""",,"""Diamond""",65,60,110,130,95,65,525,Gen4
"""Glaceon""","""Ice""",,"""Diamond""",65,60,110,130,95,65,525,Gen4
"""Gliscor""","""Ground""","""Flying""","""Diamond""",75,95,125,45,75,95,510,Gen4
"""Mamoswine""","""Ice""","""Ground""","""Diamond""",110,130,80,70,60,80,530,Gen4
"""Porygon-Z""","""Normal""",,"""Diamond""",85,80,70,135,75,90,535,Gen4
"""Gallade""","""Psychic""","""Fighting""","""Diamond""",68,125,65,65,115,80,518,Gen4
"""Gallade""","""Psychic""","""Fighting""","""Omega Ruby""",68,165,95,65,115,110,618,Gen6
"""Probopass""","""Rock""","""Steel""","""Diamond""",60,55,145,75,150,40,525,Gen4
"""Probopass""","""Rock""","""Steel""","""Diamond""",60,55,145,75,150,40,525,Gen4
"""Dusknoir""","""Ghost""",,"""Diamond""",45,100,135,65,135,45,525,Gen4
"""Froslass""","""Ice""","""Ghost""","""Diamond""",70,80,70,80,70,110,480,Gen4
"""Rotom""","""Electric""","""Ghost""","""Diamond""",50,50,77,95,77,91,440,Gen4
"""Rotom""","""Electric""","""Grass""","""Platinum""",50,65,107,105,107,86,520,Gen4
"""Rotom""","""Electric""","""Fire""","""Platinum""",50,65,107,105,107,86,520,Gen4
"""Rotom""","""Electric""","""Water""","""Platinum""",50,65,107,105,107,86,520,Gen4
"""Rotom""","""Electric""","""Ice""","""Platinum""",50,65,107,105,107,86,520,Gen4
"""Rotom""","""Electric""","""Flying""","""Platinum""",50,65,107,105,107,86,520,Gen4
"""Uxie""","""Psychic""",,"""Diamond""",75,75,130,75,130,95,580,Gen4
"""Mesprit""","""Psychic""",,"""Diamond""",80,105,105,105,105,80,580,Gen4
"""Azelf""","""Psychic""",,"""Diamond""",75,125,70,125,70,115,580,Gen4
"""Dialga""","""Steel""","""Dragon""","""Diamond""",100,120,120,150,100,90,680,Gen4
"""Dialga""","""Steel""","""Dragon""","""Legends Arceus""",100,100,120,150,120,90,680,Gen8
"""Palkia""","""Water""","""Dragon""","""Diamond""",90,120,100,150,120,100,680,Gen4
"""Palkia""","""Water""","""Dragon""","""Legends Arceus""",90,100,100,150,120,120,680,Gen8
"""Heatran""","""Fire""","""Steel""","""Diamond""",91,90,106,130,106,77,600,Gen4
"""Regigigas""","""Normal""",,"""Diamond""",110,160,110,80,110,100,670,Gen4
"""Giratina""","""Ghost""","""Dragon""","""Diamond""",150,100,120,100,120,90,680,Gen4
"""Giratina""","""Ghost""","""Dragon""","""Platinum""",150,120,100,120,100,90,680,Gen4
"""Cresselia""","""Psychic""",,"""Diamond""",120,70,110,75,120,85,580,Gen4
"""Phione""","""Water""",,"""Diamond""",80,80,80,80,80,80,480,Gen4
"""Manaphy""","""Water""",,"""Diamond""",100,100,100,100,100,100,600,Gen4
"""Darkrai""","""Dark""",,"""Diamond""",70,90,90,135,90,125,600,Gen4
"""Shaymin""","""Grass""",,"""Diamond""",100,100,100,100,100,100,600,Gen4
"""Shaymin""","""Grass""","""Flying""","""Platinum""",100,103,75,120,75,127,600,Gen4
"""Arceus""","""Normal""",,"""Diamond""",120,120,120,120,120,120,720,Gen4
"""Victini""","""Psychic""","""Fire""","""Black""",100,100,100,100,100,100,600,Gen5
"""Snivy""","""Grass""",,"""Black""",45,45,55,45,55,63,308,Gen5
"""Servine""","""Grass""",,"""Black""",60,60,75,60,75,83,413,Gen5
"""Serperior""","""Grass""",,"""Black""",75,75,95,75,95,113,528,Gen5
"""Tepig""","""Fire""",,"""Black""",65,63,45,45,45,45,308,Gen5
"""Pignite""","""Fire""","""Fighting""","""Black""",90,93,55,70,55,55,418,Gen5
"""Emboar""","""Fire""","""Fighting""","""Black""",110,123,65,100,65,65,528,Gen5
"""Oshawott""","""Water""",,"""Black""",55,55,45,63,45,45,308,Gen5
"""Dewott""","""Water""",,"""Black""",75,75,60,83,60,60,413,Gen5
"""Samurott""","""Water""",,"""Black""",95,100,85,108,70,70,528,Gen5
"""Samurott""","""Water""","""Dark""","""Legends Arceus""",90,108,80,100,65,85,528,Gen8
"""Samurott""","""Water""","""Dark""","""Legends Arceus""",90,108,80,100,65,85,528,Gen8
"""Patrat""","""Normal""",,"""Black""",45,55,39,35,39,42,255,Gen5
"""Watchog""","""Normal""",,"""Black""",60,85,69,60,69,77,420,Gen5
"""Lillipup""","""Normal""",,"""Black""",45,60,45,25,45,55,275,Gen5
"""Herdier""","""Normal""",,"""Black""",65,80,65,35,65,60,370,Gen5
"""Stoutland""","""Normal""",,"""Black""",85,110,90,45,90,80,500,Gen5
"""Purrloin""","""Dark""",,"""Black""",41,50,37,50,37,66,281,Gen5
"""Liepard""","""Dark""",,"""Black""",64,88,50,88,50,106,446,Gen5
"""Pansage""","""Grass""",,"""Black""",50,53,48,53,48,64,316,Gen5
"""Simisage""","""Grass""",,"""Black""",75,98,63,98,63,101,498,Gen5
"""Pansear""","""Fire""",,"""Black""",50,53,48,53,48,64,316,Gen5
"""Simisear""","""Fire""",,"""Black""",75,98,63,98,63,101,498,Gen5
"""Panpour""","""Water""",,"""Black""",50,53,48,53,48,64,316,Gen5
"""Simipour""","""Water""",,"""Black""",75,98,63,98,63,101,498,Gen5
"""Munna""","""Psychic""",,"""Black""",76,25,45,67,55,24,292,Gen5
"""Musharna""","""Psychic""",,"""Black""",116,55,85,107,95,29,487,Gen5
"""Pidove""","""Normal""","""Flying""","""Black""",50,55,50,36,30,43,264,Gen5
"""Tranquill""","""Normal""","""Flying""","""Black""",62,77,62,50,42,65,358,Gen5
"""Unfezant""","""Normal""","""Flying""","""Black""",80,115,80,65,55,93,488,Gen5
"""Blitzle""","""Electric""",,"""Black""",45,60,32,50,32,76,295,Gen5
"""Zebstrika""","""Electric""",,"""Black""",75,100,63,80,63,116,497,Gen5
"""Roggenrola""","""Rock""",,"""Black""",55,75,85,25,25,15,280,Gen5
"""Boldore""","""Rock""",,"""Black""",70,105,105,50,40,20,390,Gen5
"""Gigalith""","""Rock""",,"""Black""",85,135,130,60,80,25,515,Gen5
"""Woobat""","""Psychic""","""Flying""","""Black""",65,45,43,55,43,72,323,Gen5
"""Swoobat""","""Psychic""","""Flying""","""Black""",67,57,55,77,55,114,425,Gen5
"""Drilbur""","""Ground""",,"""Black""",60,85,40,30,45,68,328,Gen5
"""Excadrill""","""Ground""","""Steel""","""Black""",110,135,60,50,65,88,508,Gen5
"""Audino""","""Normal""",,"""Black""",103,60,86,60,86,50,445,Gen5
"""Audino""","""Normal""","""Fairy""","""Omega Ruby""",103,60,126,80,126,50,545,Gen6
"""Timburr""","""Fighting""",,"""Black""",75,80,55,25,35,35,305,Gen5
"""Gurdurr""","""Fighting""",,"""Black""",85,105,85,40,50,40,405,Gen5
"""Conkeldurr""","""Fighting""",,"""Black""",105,140,95,55,65,45,505,Gen5
"""Tympole""","""Water""",,"""Black""",50,50,40,50,40,64,294,Gen5
"""Palpitoad""","""Water""","""Ground""","""Black""",75,65,55,65,55,69,384,Gen5
"""Seismitoad""","""Water""","""Ground""","""Black""",105,95,75,85,75,74,509,Gen5
"""Throh""","""Fighting""",,"""Black""",120,100,85,30,85,45,465,Gen5
"""Sawk""","""Fighting""",,"""Black""",75,125,75,30,75,85,465,Gen5
"""Sewaddle""","""Bug""","""Grass""","""Black""",45,53,70,40,60,42,310,Gen5
"""Swadloon""","""Bug""","""Grass""","""Black""",55,63,90,50,80,42,380,Gen5
"""Leavanny""","""Bug""","""Grass""","""Black""",75,103,80,70,80,92,500,Gen5
"""Venipede""","""Bug""","""Poison""","""Black""",30,45,59,30,39,57,260,Gen5
"""Whirlipede""","""Bug""","""Poison""","""Black""",40,55,99,40,79,47,360,Gen5
"""Scolipede""","""Bug""","""Poison""","""Black""",60,100,89,55,69,112,485,Gen5
"""Cottonee""","""Grass""","""Fairy""","""Black""",40,27,60,37,50,66,280,Gen5
"""Whimsicott""","""Grass""","""Fairy""","""Black""",60,67,85,77,75,116,480,Gen5
"""Petilil""","""Grass""",,"""Black""",45,35,50,70,50,30,280,Gen5
"""Lilligant""","""Grass""",,"""Black""",70,60,75,110,75,90,480,Gen5
"""Lilligant""","""Grass""","""Fighting""","""Legends Arceus""",70,105,75,50,75,105,480,Gen8
"""Lilligant""","""Grass""","""Fighting""","""Legends Arceus""",70,105,75,50,75,105,480,Gen8
"""Basculin""","""Water""",,"""Black""",70,92,65,80,55,98,460,Gen5
"""Basculin""","""Water""",,"""Legends Arceus""",70,92,65,80,55,98,460,Gen8
"""Basculin""","""Water""",,"""Black""",70,92,65,80,55,98,460,Gen5
"""Sandile""","""Ground""","""Dark""","""Black""",50,72,35,35,35,65,292,Gen5
"""Krokorok""","""Ground""","""Dark""","""Black""",60,82,45,45,45,74,351,Gen5
"""Krookodile""","""Ground""","""Dark""","""Black""",95,117,80,65,70,92,519,Gen5
"""Darumaka""","""Fire""",,"""Black""",70,90,45,15,45,50,315,Gen5
"""Darumaka""","""Ice""",,"""Sword""",70,90,45,15,45,50,315,Gen8
"""Darmanitan""","""Fire""",,"""Black""",105,140,55,30,55,95,480,Gen5
"""Darmanitan""","""Fire""","""Psychic""","""Black""",105,30,105,140,105,55,540,Gen5
"""Darmanitan""","""Ice""",,"""Sword""",105,140,55,30,55,95,480,Gen8
"""Darmanitan""","""Ice""","""Fire""","""Sword""",105,160,55,30,55,135,540,Gen8
"""Maractus""","""Grass""",,"""Black""",75,86,67,106,67,60,461,Gen5
"""Dwebble""","""Bug""","""Rock""","""Black""",50,65,85,35,35,55,325,Gen5
"""Crustle""","""Bug""","""Rock""","""Black""",70,105,125,65,75,45,485,Gen5
"""Scraggy""","""Dark""","""Fighting""","""Black""",50,75,70,35,70,48,348,Gen5
"""Scrafty""","""Dark""","""Fighting""","""Black""",65,90,115,45,115,58,488,Gen5
"""Sigilyph""","""Psychic""","""Flying""","""Black""",72,58,80,103,80,97,490,Gen5
"""Yamask""","""Ghost""",,"""Black""",38,30,85,55,65,30,303,Gen5
"""Yamask""","""Ground""","""Ghost""","""Sword""",38,55,85,30,65,30,303,Gen8
"""Cofagrigus""","""Ghost""",,"""Black""",58,50,145,95,105,30,483,Gen5
"""Tirtouga""","""Water""","""Rock""","""Black""",54,78,103,53,45,22,355,Gen5
"""Carracosta""","""Water""","""Rock""","""Black""",74,108,133,83,65,32,495,Gen5
"""Archen""","""Rock""","""Flying""","""Black""",55,112,45,74,45,70,401,Gen5
"""Archeops""","""Rock""","""Flying""","""Black""",75,140,65,112,65,110,567,Gen5
"""Trubbish""","""Poison""",,"""Black""",50,50,62,40,62,65,329,Gen5
"""Garbodor""","""Poison""",,"""Black""",80,95,82,60,82,75,474,Gen5
"""Garbodor""","""Poison""",,"""Sword""",80,95,82,60,82,75,474,Gen8
"""Zorua""","""Dark""",,"""Black""",40,65,40,80,40,65,330,Gen5
"""Zorua""","""Normal""","""Ghost""","""Legends Arceus""",35,60,40,85,40,70,330,Gen8
"""Zoroark""","""Dark""",,"""Black""",60,105,60,120,60,105,510,Gen5
"""Zoroark""","""Normal""","""Ghost""","""Legends Arceus""",60,105,60,120,60,105,510,Gen8
"""Minccino""","""Normal""",,"""Black""",55,50,40,40,40,75,300,Gen5
"""Cinccino""","""Normal""",,"""Black""",75,95,60,65,60,115,470,Gen5
"""Gothita""","""Psychic""",,"""Black""",45,30,50,55,65,45,290,Gen5
"""Gothorita""","""Psychic""",,"""Black""",60,45,70,75,85,55,390,Gen5
"""Gothitelle""","""Psychic""",,"""Black""",70,55,95,95,110,65,490,Gen5
"""Solosis""","""Psychic""",,"""Black""",45,30,40,105,50,20,290,Gen5
"""Duosion""","""Psychic""",,"""Black""",65,40,50,125,60,30,370,Gen5
"""Reuniclus""","""Psychic""",,"""Black""",110,65,75,125,85,30,490,Gen5
"""Ducklett""","""Water""","""Flying""","""Black""",62,44,50,44,50,55,305,Gen5
"""Swanna""","""Water""","""Flying""","""Black""",75,87,63,87,63,98,473,Gen5
"""Vanillite""","""Ice""",,"""Black""",36,50,50,65,60,44,305,Gen5
"""Vanillish""","""Ice""",,"""Black""",51,65,65,80,75,59,395,Gen5
"""Vanilluxe""","""Ice""",,"""Black""",71,95,85,110,95,79,535,Gen5
"""Deerling""","""Normal""","""Grass""","""Black""",60,60,50,40,50,75,335,Gen5
"""Deerling""","""Normal""","""Grass""","""Black""",60,60,50,40,50,75,335,Gen5
"""Deerling""","""Normal""","""Grass""","""Black""",60,60,50,40,50,75,335,Gen5
"""Deerling""","""Normal""","""Grass""","""Black""",60,60,50,40,50,75,335,Gen5
"""Sawsbuck""","""Normal""","""Grass""","""Black""",80,100,70,60,70,95,475,Gen5
"""Sawsbuck""","""Normal""","""Grass""","""Black""",80,100,70,60,70,95,475,Gen5
"""Sawsbuck""","""Normal""","""Grass""","""Black""",80,100,70,60,70,95,475,Gen5
"""Sawsbuck""","""Normal""","""Grass""","""Black""",80,100,70,60,70,95,475,Gen5
"""Emolga""","""Electric""","""Flying""","""Black""",55,75,60,75,60,103,428,Gen5
"""Karrablast""","""Bug""",,"""Black""",50,75,45,40,45,60,315,Gen5
"""Escavalier""","""Bug""","""Steel""","""Black""",70,135,105,60,105,20,495,Gen5
"""Foongus""","""Grass""","""Poison""","""Black""",69,55,45,55,55,15,294,Gen5
"""Amoonguss""","""Grass""","""Poison""","""Black""",114,85,70,85,80,30,464,Gen5
"""Frillish""","""Water""","""Ghost""","""Black""",55,40,50,65,85,40,335,Gen5
"""Jellicent""","""Water""","""Ghost""","""Black""",100,60,70,85,105,60,480,Gen5
"""Alomomola""","""Water""",,"""Black""",165,75,80,40,45,65,470,Gen5
"""Joltik""","""Bug""","""Electric""","""Black""",50,47,50,57,50,65,319,Gen5
"""Galvantula""","""Bug""","""Electric""","""Black""",70,77,60,97,60,108,472,Gen5
"""Ferroseed""","""Grass""","""Steel""","""Black""",44,50,91,24,86,10,305,Gen5
"""Ferrothorn""","""Grass""","""Steel""","""Black""",74,94,131,54,116,20,489,Gen5
"""Klink""","""Steel""",,"""Black""",40,55,70,45,60,30,300,Gen5
"""Klang""","""Steel""",,"""Black""",60,80,95,70,85,50,440,Gen5
"""Klinklang""","""Steel""",,"""Black""",60,100,115,70,85,90,520,Gen5
"""Tynamo""","""Electric""",,"""Black""",35,55,40,45,40,60,275,Gen5
"""Eelektrik""","""Electric""",,"""Black""",65,85,70,75,70,40,405,Gen5
"""Eelektross""","""Electric""",,"""Black""",85,115,80,105,80,50,515,Gen5
"""Elgyem""","""Psychic""",,"""Black""",55,55,55,85,55,30,335,Gen5
"""Beheeyem""","""Psychic""",,"""Black""",75,75,75,125,95,40,485,Gen5
"""Litwick""","""Ghost""","""Fire""","""Black""",50,30,55,65,55,20,275,Gen5
"""Lampent""","""Ghost""","""Fire""","""Black""",60,40,60,95,60,55,370,Gen5
"""Chandelure""","""Ghost""","""Fire""","""Black""",60,55,90,145,90,80,520,Gen5
"""Axew""","""Dragon""",,"""Black""",46,87,60,30,40,57,320,Gen5
"""Fraxure""","""Dragon""",,"""Black""",66,117,70,40,50,67,410,Gen5
"""Haxorus""","""Dragon""",,"""Black""",76,147,90,60,70,97,540,Gen5
"""Cubchoo""","""Ice""",,"""Black""",55,70,40,60,40,40,305,Gen5
"""Beartic""","""Ice""",,"""Black""",95,130,80,70,80,50,505,Gen5
"""Cryogonal""","""Ice""",,"""Black""",80,50,50,95,135,105,515,Gen5
"""Shelmet""","""Bug""",,"""Black""",50,40,85,40,65,25,305,Gen5
"""Accelgor""","""Bug""",,"""Black""",80,70,40,100,60,145,495,Gen5
"""Stunfisk""","""Ground""","""Electric""","""Black""",109,66,84,81,99,32,471,Gen5
"""Stunfisk""","""Ground""","""Steel""","""Sword""",109,81,99,66,84,32,471,Gen8
"""Mienfoo""","""Fighting""",,"""Black""",45,85,50,55,50,65,350,Gen5
"""Mienshao""","""Fighting""",,"""Black""",65,125,60,95,60,105,510,Gen5
"""Druddigon""","""Dragon""",,"""Black""",77,120,90,60,90,48,485,Gen5
"""Golett""","""Ground""","""Ghost""","""Black""",59,74,50,35,50,35,303,Gen5
"""Golurk""","""Ground""","""Ghost""","""Black""",89,124,80,55,80,55,483,Gen5
"""Pawniard""","""Dark""","""Steel""","""Black""",45,85,70,40,40,60,340,Gen5
"""Bisharp""","""Dark""","""Steel""","""Black""",65,125,100,60,70,70,490,Gen5
"""Bouffalant""","""Normal""",,"""Black""",95,110,95,40,95,55,490,Gen5
"""Rufflet""","""Normal""","""Flying""","""Black""",70,83,50,37,50,60,350,Gen5
"""Braviary""","""Normal""","""Flying""","""Black""",100,123,75,57,75,80,510,Gen5
"""Braviary""","""Psychic""","""Flying""","""Legends Arceus""",110,83,70,112,70,65,510,Gen8
"""Braviary""","""Psychic""","""Flying""","""Legends Arceus""",110,83,70,112,70,65,510,Gen8
"""Vullaby""","""Dark""","""Flying""","""Black""",70,55,75,45,65,60,370,Gen5
"""Mandibuzz""","""Dark""","""Flying""","""Black""",110,65,105,55,95,80,510,Gen5
"""Heatmor""","""Fire""",,"""Black""",85,97,66,105,66,65,484,Gen5
"""Durant""","""Bug""","""Steel""","""Black""",58,109,112,48,48,109,484,Gen5
"""Deino""","""Dark""","""Dragon""","""Black""",52,65,50,45,50,38,300,Gen5
"""Zweilous""","""Dark""","""Dragon""","""Black""",72,85,70,65,70,58,420,Gen5
"""Hydreigon""","""Dark""","""Dragon""","""Black""",92,105,90,125,90,98,600,Gen5
"""Larvesta""","""Bug""","""Fire""","""Black""",55,85,55,50,55,60,360,Gen5
"""Volcarona""","""Bug""","""Fire""","""Black""",85,60,65,135,105,100,550,Gen5
"""Cobalion""","""Steel""","""Fighting""","""Black""",91,90,129,90,72,108,580,Gen5
"""Terrakion""","""Rock""","""Fighting""","""Black""",91,129,90,72,90,108,580,Gen5
"""Virizion""","""Grass""","""Fighting""","""Black""",91,90,72,90,129,108,580,Gen5
"""Tornadus""","""Flying""",,"""Black""",79,115,70,125,80,111,580,Gen5
"""Tornadus""","""Flying""",,"""Black 2""",79,100,80,110,90,121,580,Gen5
"""Thundurus""","""Electric""","""Flying""","""Black""",79,115,70,125,80,111,580,Gen5
"""Thundurus""","""Electric""","""Flying""","""Black 2""",79,105,70,145,80,101,580,Gen5
"""Reshiram""","""Dragon""","""Fire""","""Black""",100,120,100,150,120,90,680,Gen5
"""Zekrom""","""Dragon""","""Electric""","""Black""",100,150,120,120,100,90,680,Gen5
"""Landorus""","""Ground""","""Flying""","""Black""",89,125,90,115,80,101,600,Gen5
"""Landorus""","""Ground""","""Flying""","""Black 2""",89,145,90,105,80,91,600,Gen5
"""Kyurem""","""Dragon""","""Ice""","""Black""",125,130,90,130,90,95,660,Gen5
"""Kyurem""","""Dragon""","""Ice""","""Black 2""",125,120,90,170,100,95,700,Gen5
"""Kyurem""","""Dragon""","""Ice""","""Black 2""",125,170,100,120,90,95,700,Gen5
"""Keldeo""","""Water""","""Fighting""","""Black""",91,72,90,129,90,108,580,Gen5
"""Keldeo""","""Water""","""Fighting""","""Black""",91,72,90,129,90,108,580,Gen5
"""Meloetta""","""Normal""","""Psychic""","""Black""",100,77,77,128,128,90,600,Gen5
"""Meloetta""","""Normal""","""Fighting""","""Black""",100,128,90,77,77,128,600,Gen5
"""Genesect""","""Bug""","""Steel""","""Black""",71,120,95,120,95,99,600,Gen5
"""Chespin""","""Grass""",,"""X""",56,61,65,48,45,38,313,Gen6
"""Quilladin""","""Grass""",,"""X""",61,78,95,56,58,57,405,Gen6
"""Chesnaught""","""Grass""","""Fighting""","""X""",88,107,122,74,75,64,530,Gen6
"""Fennekin""","""Fire""",,"""X""",40,45,40,62,60,60,307,Gen6
"""Braixen""","""Fire""",,"""X""",59,59,58,90,70,73,409,Gen6
"""Delphox""","""Fire""","""Psychic""","""X""",75,69,72,114,100,104,534,Gen6
"""Froakie""","""Water""",,"""X""",41,56,40,62,44,71,314,Gen6
"""Frogadier""","""Water""",,"""X""",54,63,52,83,56,97,405,Gen6
"""Greninja""","""Water""","""Dark""","""X""",72,95,67,103,71,122,530,Gen6
"""Greninja""","""Water""","""Dark""","""Sun""",72,145,67,153,71,132,640,Gen7
"""Bunnelby""","""Normal""",,"""X""",38,36,38,32,36,57,237,Gen6
"""Diggersby""","""Normal""","""Ground""","""X""",85,56,77,50,77,78,423,Gen6
"""Fletchling""","""Normal""","""Flying""","""X""",45,50,43,40,38,62,278,Gen6
"""Fletchinder""","""Fire""","""Flying""","""X""",62,73,55,56,52,84,382,Gen6
"""Talonflame""","""Fire""","""Flying""","""X""",78,81,71,74,69,126,499,Gen6
"""Scatterbug""","""Bug""",,"""X""",38,35,40,27,25,35,200,Gen6
"""Spewpa""","""Bug""",,"""X""",45,22,60,27,30,29,213,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Vivillon""","""Bug""","""Flying""","""X""",80,52,50,90,50,89,411,Gen6
"""Litleo""","""Fire""","""Normal""","""X""",62,50,58,73,54,72,369,Gen6
"""Pyroar""","""Fire""","""Normal""","""X""",86,68,72,109,66,106,507,Gen6
"""Flabébé""","""Fairy""",,"""X""",44,38,39,61,79,42,303,Gen6
"""Flabébé""","""Fairy""",,"""X""",44,38,39,61,79,42,303,Gen6
"""Flabébé""","""Fairy""",,"""X""",44,38,39,61,79,42,303,Gen6
"""Flabébé""","""Fairy""",,"""X""",44,38,39,61,79,42,303,Gen6
"""Flabébé""","""Fairy""",,"""X""",44,38,39,61,79,42,303,Gen6
"""Floette""","""Fairy""",,"""X""",54,45,47,75,98,52,371,Gen6
"""Floette""","""Fairy""",,"""X""",54,45,47,75,98,52,371,Gen6
"""Floette""","""Fairy""",,"""X""",54,45,47,75,98,52,371,Gen6
"""Floette""","""Fairy""",,"""X""",54,45,47,75,98,52,371,Gen6
"""Floette""","""Fairy""",,"""X""",54,45,47,75,98,52,371,Gen6
"""Florges""","""Fairy""",,"""X""",78,65,68,112,154,75,552,Gen6
"""Florges""","""Fairy""",,"""X""",78,65,68,112,154,75,552,Gen6
"""Florges""","""Fairy""",,"""X""",78,65,68,112,154,75,552,Gen6
"""Florges""","""Fairy""",,"""X""",78,65,68,112,154,75,552,Gen6
"""Florges""","""Fairy""",,"""X""",78,65,68,112,154,75,552,Gen6
"""Skiddo""","""Grass""",,"""X""",66,65,48,62,57,52,350,Gen6
"""Gogoat""","""Grass""",,"""X""",123,100,62,97,81,68,531,Gen6
"""Pancham""","""Fighting""",,"""X""",67,82,62,46,48,43,348,Gen6
"""Pangoro""","""Fighting""","""Dark""","""X""",95,124,78,69,71,58,495,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Furfrou""","""Normal""",,"""X""",75,80,60,65,90,102,472,Gen6
"""Espurr""","""Psychic""",,"""X""",62,48,54,63,60,68,355,Gen6
"""Meowstic""","""Psychic""",,"""X""",74,48,76,83,81,104,466,Gen6
"""Meowstic""","""Psychic""",,"""X""",74,48,76,83,81,104,466,Gen6
"""Honedge""","""Steel""","""Ghost""","""X""",45,80,100,35,37,28,325,Gen6
"""Doublade""","""Steel""","""Ghost""","""X""",59,110,150,45,49,35,448,Gen6
"""Aegislash""","""Steel""","""Ghost""","""X""",60,50,140,50,140,60,500,Gen6
"""Aegislash""","""Steel""","""Ghost""","""X""",60,140,50,140,50,60,500,Gen6
"""Spritzee""","""Fairy""",,"""X""",78,52,60,63,65,23,341,Gen6
"""Aromatisse""","""Fairy""",,"""X""",101,72,72,99,89,29,462,Gen6
"""Swirlix""","""Fairy""",,"""X""",62,48,66,59,57,49,341,Gen6
"""Slurpuff""","""Fairy""",,"""X""",82,80,86,85,75,72,480,Gen6
"""Inkay""","""Dark""","""Psychic""","""X""",53,54,53,37,46,45,288,Gen6
"""Malamar""","""Dark""","""Psychic""","""X""",86,92,88,68,75,73,482,Gen6
"""Binacle""","""Rock""","""Water""","""X""",42,52,67,39,56,50,306,Gen6
"""Barbaracle""","""Rock""","""Water""","""X""",72,105,115,54,86,68,500,Gen6
"""Skrelp""","""Poison""","""Water""","""X""",50,60,60,60,60,30,320,Gen6
"""Dragalge""","""Poison""","""Dragon""","""X""",65,75,90,97,123,44,494,Gen6
"""Clauncher""","""Water""",,"""X""",50,53,62,58,63,44,330,Gen6
"""Clawitzer""","""Water""",,"""X""",71,73,88,120,89,59,500,Gen6
"""Helioptile""","""Electric""","""Normal""","""X""",44,38,33,61,43,70,289,Gen6
"""Heliolisk""","""Electric""","""Normal""","""X""",62,55,52,109,94,109,481,Gen6
"""Tyrunt""","""Rock""","""Dragon""","""X""",58,89,77,45,45,48,362,Gen6
"""Tyrantrum""","""Rock""","""Dragon""","""X""",82,121,119,69,59,71,521,Gen6
"""Amaura""","""Rock""","""Ice""","""X""",77,59,50,67,63,46,362,Gen6
"""Aurorus""","""Rock""","""Ice""","""X""",123,77,72,99,92,58,521,Gen6
"""Sylveon""","""Fairy""",,"""X""",95,65,65,110,130,60,525,Gen6
"""Sylveon""","""Fairy""",,"""X""",95,65,65,110,130,60,525,Gen6
"""Hawlucha""","""Fighting""","""Flying""","""X""",78,92,75,74,63,118,500,Gen6
