Pokemon Name,Primary Type,Secondary Type,Secondary Ability,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total
"""Chatot""","""Normal""","""Flying""","""Tangled Feet""",35,"""Diamond""",76,65,45,92,42,91,411
"""Spiritomb""","""Ghost""","""Dark""",,50,"""Diamond""",50,92,108,92,108,35,485
"""Gible""","""Dragon""","""Ground""",,50,"""Diamond""",58,70,45,40,45,42,300
"""Gabite""","""Dragon""","""Ground""",,50,"""Diamond""",68,90,65,50,55,82,410
"""Garchomp""","""Dragon""","""Ground""",,50,"""Diamond""",108,130,95,80,85,102,600
"""Garchomp""","""Dragon""","""Ground""",,70,"""X""",108,170,115,120,95,92,700
"""Munchlax""","""Normal""",,"""Thick Fat""",50,"""Diamond""",135,85,40,40,85,5,390
"""Riolu""","""Fighting""",,"""Inner Focus""",50,"""Diamond""",40,70,40,35,40,60,285
"""Lucario""","""Fighting""","""Steel""","""Inner Focus""",50,"""Diamond""",70,110,70,115,70,90,525
"""Lucario""","""Fighting""","""Steel""",,70,"""X""",70,145,88,140,70,112,625
"""Hippopotas""","""Ground""",,,50,"""Diamond""",68,72,78,38,42,32,330
"""Hippowdon""","""Ground""",,,50,"""Diamond""",108,112,118,68,72,47,525
"""Skorupi""","""Poison""","""Bug""","""Sniper""",50,"""Diamond""",40,50,90,30,55,65,330
"""Drapion""","""Poison""","""Dark""","""Sniper""",50,"""Diamond""",70,90,110,60,75,95,500
"""Croagunk""","""Poison""","""Fighting""","""Dry Skin""",100,"""Diamond""",48,61,40,61,40,50,300
"""Toxicroak""","""Poison""","""Fighting""","""Dry Skin""",50,"""Diamond""",83,106,65,86,65,85,490
"""Carnivine""","""Grass""",,,50,"""Diamond""",74,100,72,90,72,46,454
"""Finneon""","""Water""",,"""Storm Drain""",50,"""Diamond""",49,49,56,49,61,66,330
"""Lumineon""","""Water""",,"""Storm Drain""",50,"""Diamond""",69,69,76,69,86,91,460
"""Mantyke""","""Water""","""Flying""","""Water Absorb""",50,"""Diamond""",45,20,50,60,120,50,345
"""Snover""","""Grass""","""Ice""",,50,"""Diamond""",60,62,50,62,60,40,334
"""Abomasnow""","""Grass""","""Ice""",,50,"""Diamond""",90,92,75,92,85,60,494
"""Abomasnow""","""Grass""","""Ice""",,70,"""X""",90,132,105,132,105,30,594
"""Weavile""","""Dark""","""Ice""",,35,"""Diamond""",70,120,65,45,85,125,510
"""Magnezone""","""Electric""","""Steel""","""Sturdy""",50,"""Diamond""",70,70,115,130,90,60,535
"""Magnezone""","""Electric""","""Steel""","""Sturdy""",50,"""Diamond""",70,70,115,130,90,60,535
"""Lickilicky""","""Normal""",,"""Oblivious""",50,"""Diamond""",110,85,95,80,95,50,515
"""Rhyperior""","""Ground""","""Rock""","""Solid Rock""",50,"""Diamond""",115,140,130,55,55,40,535
"""Tangrowth""","""Grass""",,"""Leaf Guard""",50,"""Diamond""",100,100,125,110,50,50,535
"""Electivire""","""Electric""",,,50,"""Diamond""",75,123,67,95,85,95,540
"""Magmortar""","""Fire""",,,50,"""Diamond""",75,95,67,125,95,83,540
"""Togekiss""","""Fairy""","""Flying""","""Serene Grace""",50,"""Diamond""",85,50,95,120,115,80,545
"""Yanmega""","""Bug""","""Flying""","""Tinted Lens""",50,"""Diamond""",86,76,86,116,56,95,515
"""Leafeon""","""Grass""",,,35,"""Diamond""",65,110,130,60,65,95,525
"""Leafeon""","""Grass""",,,35,"""Diamond""",65,110,130,60,65,95,525
"""Glaceon""","""Ice""",,,35,"""Diamond""",65,60,110,130,95,65,525
"""Glaceon""","""Ice""",,,35,"""Diamond""",65,60,110,130,95,65,525
"""Gliscor""","""Ground""","""Flying""","""Sand Veil""",50,"""Diamond""",75,95,125,45,75,95,510
"""Mamoswine""","""Ice""","""Ground""","""Snow Cloak""",50,"""Diamond""",110,130,80,70,60,80,530
"""Porygon-Z""","""Normal""",,"""Download""",50,"""Diamond""",85,80,70,135,75,90,535
"""Gallade""","""Psychic""","""Fighting""","""Sharpness""",35,"""Diamond""",68,125,65,65,115,80,518
"""Gallade""","""Psychic""","""Fighting""",,35,"""Omega Ruby""",68,165,95,65,115,110,618
"""Probopass""","""Rock""","""Steel""","""Magnet Pull""",50,"""Diamond""",60,55,145,75,150,40,525
"""Probopass""","""Rock""","""Steel""","""Magnet Pull""",50,"""Diamond""",60,55,145,75,150,40,525
"""Dusknoir""","""Ghost""",,,35,"""Diamond""",45,100,135,65,135,45,525
"""Froslass""","""Ice""","""Ghost""",,50,"""Diamond""",70,80,70,80,70,110,480
"""Rotom""","""Electric""","""Ghost""",,50,"""Diamond""",50,50,77,95,77,91,440
"""Rotom""","""Electric""","""Grass""",,50,"""Platinum""",50,65,107,105,107,86,520
"""Rotom""","""Electric""","""Fire""",,50,"""Platinum""",50,65,107,105,107,86,520
"""Rotom""","""Electric""","""Water""",,50,"""Platinum""",50,65,107,105,107,86,520
"""Rotom""","""Electric""","""Ice""",,50,"""Platinum""",50,65,107,105,107,86,520
"""Rotom""","""Electric""","""Flying""",,50,"""Platinum""",50,65,107,105,107,86,520
"""Uxie""","""Psychic""",,,140,"""Diamond""",75,75,130,75,130,95,580
"""Mesprit""","""Psychic""",,,140,"""Diamond""",80,105,105,105,105,80,580
"""Azelf""","""Psychic""",,,140,"""Diamond""",75,125,70,125,70,115,580
"""Dialga""","""Steel""","""Dragon""",,0,"""Diamond""",100,120,120,150,100,90,680
"""Dialga""","""Steel""","""Dragon""",,0,"""Legends Arceus""",100,100,120,150,120,90,680
"""Palkia""","""Water""","""Dragon""",,0,"""Diamond""",90,120,100,150,120,100,680
"""Palkia""","""Water""","""Dragon""",,0,"""Legends Arceus""",90,100,100,150,120,120,680
"""Heatran""","""Fire""","""Steel""",,100,"""Diamond""",91,90,106,130,106,77,600
"""Regigigas""","""Normal""",,,0,"""Diamond""",110,160,110,80,110,100,670
"""Giratina""","""Ghost""","""Dragon""",,0,"""Diamond""",150,100,120,100,120,90,680
"""Giratina""","""Ghost""","""Dragon""",,0,"""Platinum""",150,120,100,120,100,90,680
"""Cresselia""","""Psychic""",,,100,"""Diamond""",120,70,110,75,120,85,580
"""Phione""","""Water""",,,50,"""Diamond""",80,80,80,80,80,80,480
"""Manaphy""","""Water""",,,50,"""Diamond""",100,100,100,100,100,100,600
"""Darkrai""","""Dark""",,,0,"""Diamond""",70,90,90,135,90,125,600
"""Shaymin""","""Grass""",,,100,"""Diamond""",100,100,100,100,100,100,600
"""Shaymin""","""Grass""","""Flying""",,100,"""Platinum""",100,103,75,120,75,127,600
"""Arceus""","""Normal""",,,0,"""Diamond""",120,120,120,120,120,120,720
"""Victini""","""Psychic""","""Fire""",,100,"""Black""",100,100,100,100,100,100,600
"""Snivy""","""Grass""",,,70,"""Black""",45,45,55,45,55,63,308
"""Servine""","""Grass""",,,70,"""Black""",60,60,75,60,75,83,413
"""Serperior""","""Grass""",,,70,"""Black""",75,75,95,75,95,113,528
"""Tepig""","""Fire""",,,70,"""Black""",65,63,45,45,45,45,308
"""Pignite""","""Fire""","""Fighting""",,70,"""Black""",90,93,55,70,55,55,418
"""Emboar""","""Fire""","""Fighting""",,70,"""Black""",110,123,65,100,65,65,528
"""Oshawott""","""Water""",,,50,"""Black""",55,55,45,63,45,45,308
"""Dewott""","""Water""",,,50,"""Black""",75,75,60,83,60,60,413
"""Samurott""","""Water""",,,50,"""Black""",95,100,85,108,70,70,528
"""Samurott""","""Water""","""Dark""",,50,"""Legends Arceus""",90,108,80,100,65,85,528
"""Samurott""","""Water""","""Dark""",,50,"""Legends Arceus""",90,108,80,100,65,85,528
"""Patrat""","""Normal""",,"""Keen Eye""",70,"""Black""",45,55,39,35,39,42,255
"""Watchog""","""Normal""",,"""Keen Eye""",70,"""Black""",60,85,69,60,69,77,420
"""Lillipup""","""Normal""",,"""Pickup""",50,"""Black""",45,60,45,25,45,55,275
"""Herdier""","""Normal""",,"""Sand Rush""",50,"""Black""",65,80,65,35,65,60,370
"""Stoutland""","""Normal""",,"""Sand Rush""",50,"""Black""",85,110,90,45,90,80,500
"""Purrloin""","""Dark""",,"""Unburden""",50,"""Black""",41,50,37,50,37,66,281
"""Liepard""","""Dark""",,"""Unburden""",50,"""Black""",64,88,50,88,50,106,446
"""Pansage""","""Grass""",,,70,"""Black""",50,53,48,53,48,64,316
"""Simisage""","""Grass""",,,70,"""Black""",75,98,63,98,63,101,498
"""Pansear""","""Fire""",,,70,"""Black""",50,53,48,53,48,64,316
"""Simisear""","""Fire""",,,70,"""Black""",75,98,63,98,63,101,498
"""Panpour""","""Water""",,,70,"""Black""",50,53,48,53,48,64,316
"""Simipour""","""Water""",,,70,"""Black""",75,98,63,98,63,101,498
"""Munna""","""Psychic""",,"""Synchronize""",50,"""Black""",76,25,45,67,55,24,292
"""Musharna""","""Psychic""",,"""Synchronize""",50,"""Black""",116,55,85,107,95,29,487
"""Pidove""","""Normal""","""Flying""","""Super Luck""",50,"""Black""",50,55,50,36,30,43,264
"""Tranquill""","""Normal""","""Flying""","""Super Luck""",50,"""Black""",62,77,62,50,42,65,358
"""Unfezant""","""Normal""","""Flying""","""Super Luck""",50,"""Black""",80,115,80,65,55,93,488
"""Blitzle""","""Electric""",,"""Motor Drive""",70,"""Black""",45,60,32,50,32,76,295
"""Zebstrika""","""Electric""",,"""Motor Drive""",70,"""Black""",75,100,63,80,63,116,497
"""Roggenrola""","""Rock""",,"""Weak Armor""",50,"""Black""",55,75,85,25,25,15,280
"""Boldore""","""Rock""",,"""Weak Armor""",50,"""Black""",70,105,105,50,40,20,390
"""Gigalith""","""Rock""",,"""Sand Stream""",50,"""Black""",85,135,130,60,80,25,515
"""Woobat""","""Psychic""","""Flying""","""Klutz""",50,"""Black""",65,45,43,55,43,72,323
"""Swoobat""","""Psychic""","""Flying""","""Klutz""",50,"""Black""",67,57,55,77,55,114,425
"""Drilbur""","""Ground""",,"""Sand Force""",50,"""Black""",60,85,40,30,45,68,328
"""Excadrill""","""Ground""","""Steel""","""Sand Force""",50,"""Black""",110,135,60,50,65,88,508
"""Audino""","""Normal""",,"""Regenerator""",50,"""Black""",103,60,86,60,86,50,445
"""Audino""","""Normal""","""Fairy""",,70,"""Omega Ruby""",103,60,126,80,126,50,545
"""Timburr""","""Fighting""",,"""Sheer Force""",70,"""Black""",75,80,55,25,35,35,305
"""Gurdurr""","""Fighting""",,"""Sheer Force""",50,"""Black""",85,105,85,40,50,40,405
"""Conkeldurr""","""Fighting""",,"""Sheer Force""",50,"""Black""",105,140,95,55,65,45,505
"""Tympole""","""Water""",,"""Hydration""",50,"""Black""",50,50,40,50,40,64,294
"""Palpitoad""","""Water""","""Ground""","""Hydration""",50,"""Black""",75,65,55,65,55,69,384
"""Seismitoad""","""Water""","""Ground""","""Poison Touch""",50,"""Black""",105,95,75,85,75,74,509
"""Throh""","""Fighting""",,"""Inner Focus""",50,"""Black""",120,100,85,30,85,45,465
"""Sawk""","""Fighting""",,"""Inner Focus""",50,"""Black""",75,125,75,30,75,85,465
"""Sewaddle""","""Bug""","""Grass""","""Chlorophyll""",70,"""Black""",45,53,70,40,60,42,310
"""Swadloon""","""Bug""","""Grass""","""Chlorophyll""",70,"""Black""",55,63,90,50,80,42,380
"""Leavanny""","""Bug""","""Grass""","""Chlorophyll""",70,"""Black""",75,103,80,70,80,92,500
"""Venipede""","""Bug""","""Poison""","""Swarm""",50,"""Black""",30,45,59,30,39,57,260
"""Whirlipede""","""Bug""","""Poison""","""Swarm""",50,"""Black""",40,55,99,40,79,47,360
"""Scolipede""","""Bug""","""Poison""","""Swarm""",50,"""Black""",60,100,89,55,69,112,485
"""Cottonee""","""Grass""","""Fairy""","""Infiltrator""",50,"""Black""",40,27,60,37,50,66,280
"""Whimsicott""","""Grass""","""Fairy""","""Infiltrator""",50,"""Black""",60,67,85,77,75,116,480
"""Petilil""","""Grass""",,"""Own Tempo""",50,"""Black""",45,35,50,70,50,30,280
"""Lilligant""","""Grass""",,"""Own Tempo""",50,"""Black""",70,60,75,110,75,90,480
"""Lilligant""","""Grass""","""Fighting""","""Hustle""",50,"""Legends Arceus""",70,105,75,50,75,105,480
"""Lilligant""","""Grass""","""Fighting""","""Hustle""",50,"""Legends Arceus""",70,105,75,50,75,105,480
"""Basculin""","""Water""",,"""Adaptability""",50,"""Black""",70,92,65,80,55,98,460
"""Basculin""","""Water""",,"""Adaptability""",50,"""Legends Arceus""",70,92,65,80,55,98,460
"""Basculin""","""Water""",,"""Adaptability""",50,"""Black""",70,92,65,80,55,98,460
"""Sandile""","""Ground""","""Dark""","""Moxie""",50,"""Black""",50,72,35,35,35,65,292
"""Krokorok""","""Ground""","""Dark""","""Moxie""",50,"""Black""",60,82,45,45,45,74,351
"""Krookodile""","""Ground""","""Dark""","""Moxie""",50,"""Black""",95,117,80,65,70,92,519
"""Darumaka""","""Fire""",,,50,"""Black""",70,90,45,15,45,50,315
"""Darumaka""","""Ice""",,,50,"""Sword""",70,90,45,15,45,50,315
"""Darmanitan""","""Fire""",,,50,"""Black""",105,140,55,30,55,95,480
"""Darmanitan""","""Fire""","""Psychic""",,50,"""Black""",105,30,105,140,105,55,540
"""Darmanitan""","""Ice""",,,50,"""Sword""",105,140,55,30,55,95,480
"""Darmanitan""","""Ice""","""Fire""",,50,"""Sword""",105,160,55,30,55,135,540
"""Maractus""","""Grass""",,"""Chlorophyll""",50,"""Black""",75,86,67,106,67,60,461
"""Dwebble""","""Bug""","""Rock""","""Shell Armor""",50,"""Black""",50,65,85,35,35,55,325
"""Crustle""","""Bug""","""Rock""","""Shell Armor""",50,"""Black""",70,105,125,65,75,45,485
"""Scraggy""","""Dark""","""Fighting""","""Moxie""",35,"""Black""",50,75,70,35,70,48,348
"""Scrafty""","""Dark""","""Fighting""","""Moxie""",50,"""Black""",65,90,115,45,115,58,488
"""Sigilyph""","""Psychic""","""Flying""","""Magic Guard""",50,"""Black""",72,58,80,103,80,97,490
"""Yamask""","""Ghost""",,,50,"""Black""",38,30,85,55,65,30,303
"""Yamask""","""Ground""","""Ghost""",,50,"""Sword""",38,55,85,30,65,30,303
"""Cofagrigus""","""Ghost""",,,50,"""Black""",58,50,145,95,105,30,483
"""Tirtouga""","""Water""","""Rock""","""Sturdy""",50,"""Black""",54,78,103,53,45,22,355
"""Carracosta""","""Water""","""Rock""","""Sturdy""",50,"""Black""",74,108,133,83,65,32,495
"""Archen""","""Rock""","""Flying""",,50,"""Black""",55,112,45,74,45,70,401
"""Archeops""","""Rock""","""Flying""",,50,"""Black""",75,140,65,112,65,110,567
"""Trubbish""","""Poison""",,"""Sticky Hold""",50,"""Black""",50,50,62,40,62,65,329
"""Garbodor""","""Poison""",,"""Weak Armor""",50,"""Black""",80,95,82,60,82,75,474
"""Garbodor""","""Poison""",,"""Weak Armor""",50,"""Sword""",80,95,82,60,82,75,474
"""Zorua""","""Dark""",,,50,"""Black""",40,65,40,80,40,65,330
"""Zorua""","""Normal""","""Ghost""",,50,"""Legends Arceus""",35,60,40,85,40,70,330
"""Zoroark""","""Dark""",,,50,"""Black""",60,105,60,120,60,105,510
"""Zoroark""","""Normal""","""Ghost""",,50,"""Legends Arceus""",60,105,60,120,60,105,510
"""Minccino""","""Normal""",,"""Technician""",50,"""Black""",55,50,40,40,40,75,300
"""Cinccino""","""Normal""",,"""Technician""",50,"""Black""",75,95,60,65,60,115,470
"""Gothita""","""Psychic""",,"""Competitive""",50,"""Black""",45,30,50,55,65,45,290
"""Gothorita""","""Psychic""",,"""Competitive""",50,"""Black""",60,45,70,75,85,55,390
"""Gothitelle""","""Psychic""",,"""Competitive""",50,"""Black""",70,55,95,95,110,65,490
"""Solosis""","""Psychic""",,"""Magic Guard""",50,"""Black""",45,30,40,105,50,20,290
"""Duosion""","""Psychic""",,"""Magic Guard""",50,"""Black""",65,40,50,125,60,30,370
"""Reuniclus""","""Psychic""",,"""Magic Guard""",50,"""Black""",110,65,75,125,85,30,490
"""Ducklett""","""Water""","""Flying""","""Big Pecks""",70,"""Black""",62,44,50,44,50,55,305
"""Swanna""","""Water""","""Flying""","""Big Pecks""",70,"""Black""",75,87,63,87,63,98,473
"""Vanillite""","""Ice""",,"""Snow Cloak""",50,"""Black""",36,50,50,65,60,44,305
"""Vanillish""","""Ice""",,"""Snow Cloak""",50,"""Black""",51,65,65,80,75,59,395
"""Vanilluxe""","""Ice""",,"""Snow Warning""",50,"""Black""",71,95,85,110,95,79,535
"""Deerling""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",60,60,50,40,50,75,335
"""Deerling""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",60,60,50,40,50,75,335
"""Deerling""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",60,60,50,40,50,75,335
"""Deerling""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",60,60,50,40,50,75,335
"""Sawsbuck""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",80,100,70,60,70,95,475
"""Sawsbuck""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",80,100,70,60,70,95,475
"""Sawsbuck""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",80,100,70,60,70,95,475
"""Sawsbuck""","""Normal""","""Grass""","""Sap Sipper""",50,"""Black""",80,100,70,60,70,95,475
"""Emolga""","""Electric""","""Flying""",,50,"""Black""",55,75,60,75,60,103,428
"""Karrablast""","""Bug""",,"""Shed Skin""",50,"""Black""",50,75,45,40,45,60,315
"""Escavalier""","""Bug""","""Steel""","""Shell Armor""",50,"""Black""",70,135,105,60,105,20,495
"""Foongus""","""Grass""","""Poison""",,50,"""Black""",69,55,45,55,55,15,294
"""Amoonguss""","""Grass""","""Poison""",,50,"""Black""",114,85,70,85,80,30,464
"""Frillish""","""Water""","""Ghost""","""Cursed Body""",50,"""Black""",55,40,50,65,85,40,335
"""Jellicent""","""Water""","""Ghost""","""Cursed Body""",50,"""Black""",100,60,70,85,105,60,480
"""Alomomola""","""Water""",,"""Hydration""",50,"""Black""",165,75,80,40,45,65,470
"""Joltik""","""Bug""","""Electric""","""Unnerve""",50,"""Black""",50,47,50,57,50,65,319
"""Galvantula""","""Bug""","""Electric""","""Unnerve""",50,"""Black""",70,77,60,97,60,108,472
"""Ferroseed""","""Grass""","""Steel""",,50,"""Black""",44,50,91,24,86,10,305
"""Ferrothorn""","""Grass""","""Steel""",,50,"""Black""",74,94,131,54,116,20,489
"""Klink""","""Steel""",,"""Minus""",50,"""Black""",40,55,70,45,60,30,300
"""Klang""","""Steel""",,"""Minus""",50,"""Black""",60,80,95,70,85,50,440
"""Klinklang""","""Steel""",,"""Minus""",50,"""Black""",60,100,115,70,85,90,520
"""Tynamo""","""Electric""",,,50,"""Black""",35,55,40,45,40,60,275
"""Eelektrik""","""Electric""",,,50,"""Black""",65,85,70,75,70,40,405
"""Eelektross""","""Electric""",,,50,"""Black""",85,115,80,105,80,50,515
"""Elgyem""","""Psychic""",,"""Synchronize""",50,"""Black""",55,55,55,85,55,30,335
"""Beheeyem""","""Psychic""",,"""Synchronize""",50,"""Black""",75,75,75,125,95,40,485
"""Litwick""","""Ghost""","""Fire""","""Flame Body""",50,"""Black""",50,30,55,65,55,20,275
"""Lampent""","""Ghost""","""Fire""","""Flame Body""",50,"""Black""",60,40,60,95,60,55,370
"""Chandelure""","""Ghost""","""Fire""","""Flame Body""",50,"""Black""",60,55,90,145,90,80,520
"""Axew""","""Dragon""",,"""Mold Breaker""",35,"""Black""",46,87,60,30,40,57,320
"""Fraxure""","""Dragon""",,"""Mold Breaker""",35,"""Black""",66,117,70,40,50,67,410
"""Haxorus""","""Dragon""",,"""Mold Breaker""",35,"""Black""",76,147,90,60,70,97,540
"""Cubchoo""","""Ice""",,"""Slush Rush""",50,"""Black""",55,70,40,60,40,40,305
"""Beartic""","""Ice""",,"""Slush Rush""",50,"""Black""",95,130,80,70,80,50,505
"""Cryogonal""","""Ice""",,,50,"""Black""",80,50,50,95,135,105,515
"""Shelmet""","""Bug""",,"""Shell Armor""",50,"""Black""",50,40,85,40,65,25,305
"""Accelgor""","""Bug""",,"""Sticky Hold""",50,"""Black""",80,70,40,100,60,145,495
"""Stunfisk""","""Ground""","""Electric""","""Limber""",70,"""Black""",109,66,84,81,99,32,471
"""Stunfisk""","""Ground""","""Steel""",,50,"""Sword""",109,81,99,66,84,32,471
"""Mienfoo""","""Fighting""",,"""Regenerator""",50,"""Black""",45,85,50,55,50,65,350
"""Mienshao""","""Fighting""",,"""Regenerator""",50,"""Black""",65,125,60,95,60,105,510
"""Druddigon""","""Dragon""",,"""Sheer Force""",50,"""Black""",77,120,90,60,90,48,485
"""Golett""","""Ground""","""Ghost""","""Klutz""",50,"""Black""",59,74,50,35,50,35,303
"""Golurk""","""Ground""","""Ghost""","""Klutz""",50,"""Black""",89,124,80,55,80,55,483
"""Pawniard""","""Dark""","""Steel""","""Inner Focus""",35,"""Black""",45,85,70,40,40,60,340
"""Bisharp""","""Dark""","""Steel""","""Inner Focus""",35,"""Black""",65,125,100,60,70,70,490
"""Bouffalant""","""Normal""",,"""Sap Sipper""",50,"""Black""",95,110,95,40,95,55,490
"""Rufflet""","""Normal""","""Flying""","""Sheer Force""",50,"""Black""",70,83,50,37,50,60,350
"""Braviary""","""Normal""","""Flying""","""Sheer Force""",50,"""Black""",100,123,75,57,75,80,510
"""Braviary""","""Psychic""","""Flying""","""Sheer Force""",50,"""Legends Arceus""",110,83,70,112,70,65,510
"""Braviary""","""Psychic""","""Flying""","""Sheer Force""",50,"""Legends Arceus""",110,83,70,112,70,65,510
"""Vullaby""","""Dark""","""Flying""","""Overcoat""",35,"""Black""",70,55,75,45,65,60,370
"""Mandibuzz""","""Dark""","""Flying""","""Overcoat""",35,"""Black""",110,65,105,55,95,80,510
"""Heatmor""","""Fire""",,"""Flash Fire""",50,"""Black""",85,97,66,105,66,65,484
"""Durant""","""Bug""","""Steel""","""Hustle""",50,"""Black""",58,109,112,48,48,109,484
"""Deino""","""Dark""","""Dragon""",,35,"""Black""",52,65,50,45,50,38,300
"""Zweilous""","""Dark""","""Dragon""",,35,"""Black""",72,85,70,65,70,58,420
"""Hydreigon""","""Dark""","""Dragon""",,35,"""Black""",92,105,90,125,90,98,600
"""Larvesta""","""Bug""","""Fire""",,50,"""Black""",55,85,55,50,55,60,360
"""Volcarona""","""Bug""","""Fire""",,50,"""Black""",85,60,65,135,105,100,550
"""Cobalion""","""Steel""","""Fighting""",,35,"""Black""",91,90,129,90,72,108,580
"""Terrakion""","""Rock""","""Fighting""",,35,"""Black""",91,129,90,72,90,108,580
"""Virizion""","""Grass""","""Fighting""",,35,"""Black""",91,90,72,90,129,108,580
"""Tornadus""","""Flying""",,,90,"""Black""",79,115,70,125,80,111,580
"""Tornadus""","""Flying""",,,90,"""Black 2""",79,100,80,110,90,121,580
"""Thundurus""","""Electric""","""Flying""",,90,"""Black""",79,115,70,125,80,111,580
"""Thundurus""","""Electric""","""Flying""",,90,"""Black 2""",79,105,70,145,80,101,580
"""Reshiram""","""Dragon""","""Fire""",,0,"""Black""",100,120,100,150,120,90,680
"""Zekrom""","""Dragon""","""Electric""",,0,"""Black""",100,150,120,120,100,90,680
"""Landorus""","""Ground""","""Flying""",,90,"""Black""",89,125,90,115,80,101,600
"""Landorus""","""Ground""","""Flying""",,90,"""Black 2""",89,145,90,105,80,91,600
"""Kyurem""","""Dragon""","""Ice""",,0,"""Black""",125,130,90,130,90,95,660
"""Kyurem""","""Dragon""","""Ice""",,0,"""Black 2""",125,120,90,170,100,95,700
"""Kyurem""","""Dragon""","""Ice""",,0,"""Black 2""",125,170,100,120,90,95,700
"""Keldeo""","""Water""","""Fighting""",,35,"""Black""",91,72,90,129,90,108,580
"""Keldeo""","""Water""","""Fighting""",,35,"""Black""",91,72,90,129,90,108,580
"""Meloetta""","""Normal""","""Psychic""",,100,"""Black""",100,77,77,128,128,90,600
"""Meloetta""","""Normal""","""Fighting""",,100,"""Black""",100,128,90,77,77,128,600
"""Genesect""","""Bug""","""Steel""",,0,"""Black""",71,120,95,120,95,99,600
"""Chespin""","""Grass""",,,50,"""X""",56,61,65,48,45,38,313
"""Quilladin""","""Grass""",,,50,"""X""",61,78,95,56,58,57,405
"""Chesnaught""","""Grass""","""Fighting""",,50,"""X""",88,107,122,74,75,64,530
"""Fennekin""","""Fire""",,,50,"""X""",40,45,40,62,60,60,307
"""Braixen""","""Fire""",,,50,"""X""",59,59,58,90,70,73,409
"""Delphox""","""Fire""","""Psychic""",,50,"""X""",75,69,72,114,100,104,534
"""Froakie""","""Water""",,,50,"""X""",41,56,40,62,44,71,314
"""Frogadier""","""Water""",,,50,"""X""",54,63,52,83,56,97,405
"""Greninja""","""Water""","""Dark""",,50,"""X""",72,95,67,103,71,122,530
"""Greninja""","""Water""","""Dark""",,70,"""Sun""",72,145,67,153,71,132,640
"""Bunnelby""","""Normal""",,"""Cheek Pouch""",50,"""X""",38,36,38,32,36,57,237
"""Diggersby""","""Normal""","""Ground""","""Cheek Pouch""",50,"""X""",85,56,77,50,77,78,423
"""Fletchling""","""Normal""","""Flying""",,50,"""X""",45,50,43,40,38,62,278
"""Fletchinder""","""Fire""","""Flying""",,50,"""X""",62,73,55,56,52,84,382
"""Talonflame""","""Fire""","""Flying""",,50,"""X""",78,81,71,74,69,126,499
"""Scatterbug""","""Bug""",,"""Compound Eyes""",50,"""X""",38,35,40,27,25,35,200
"""Spewpa""","""Bug""",,,50,"""X""",45,22,60,27,30,29,213
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",50,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Vivillon""","""Bug""","""Flying""","""Compound Eyes""",70,"""X""",80,52,50,90,50,89,411
"""Litleo""","""Fire""","""Normal""","""Unnerve""",50,"""X""",62,50,58,73,54,72,369
